"","text","emotion","polarity"
"620","not long now","unknown","negative"
"621","texas voteblue trumpvirus incompetentinchief","unknown","positive"
"622","rightthe have uncovered and exposedthe real trump and you are pissed cause you can‚Äôt‚Ä","anger","positive"
"623","so dictator every news channel is now fake newsremember don‚Äôt fear the reaper man","fear","negative"
"624","ah poor donny are they not playing with you anymore","sadness","negative"
"625","now can you get some work done","sadness","neutral"
"626","of course it‚Äôs only all about you","unknown","positive"
"627","don‚Äôt mess with texas they have always been fine without trump although abbott needs to resign immediately","unknown","negative"
"628","me me me me me me me me me","unknown","positive"
"629","lord have mercy","unknown","positive"
"630","reporting facts omg they arent kissing your ass how dare they vote wearamask","unknown","positive"
"631","shows the difference between conservatives and flat out fascists","unknown","positive"
"632","when are you going to arrest schiff and strzok nadler etc if you dont arrest these clo‚Ä","unknown","positive"
"633","i agree with your tweet fix news is not even watchable","unknown","positive"
"634","lmfao","unknown","positive"
"635","as the coronavirus pandemic wreak havoc and continues to kill thousands of americans tha‚Ä","unknown","negative"
"636","they are waking up just like the founders ofdid you catch their latest‚Ä","joy","positive"
"637","what are they now telling the truth yikes not good for you someone who lives in an alternate reality","joy","positive"
"638","you actually think you got them where they are seriously they have been building up rig‚Ä","unknown","neutral"
"639","you are so correct","unknown","positive"
"640","same man they sucktheyre honestly huge trump supporters and i cant stand to get br‚Ä","sadness","positive"
"641","americans dead from the trumpviruscatastrophe bounties on our soldiers heads m‚Ä","unknown","negative"
"642","we texans love you president trump","joy","positive"
"643","i wish he was not heading to our great state today or ever now we have to fumigate again","joy","positive"
"644","it‚Äôs because it‚Äôs become californiafracking has brought in many californians to midlan‚Ä","unknown","positive"
"645","too bad you dont have anything better to do than watch tv","sadness","negative"
"646","they are a mainstream media company not your personal lackey","unknown","neutral"
"647","oh gfy","unknown","positive"
"648","theyve been bought out by the left thats why all msm is controlled by the opposition a‚Ä","unknown","negative"
"649","the new news station just found out about them in may put them in the press roo‚Ä","unknown","positive"
"650","it was you mr president only you fox news needs to be much more grateful for the incr‚Ä","unknown","positive"
"651","still all about you ain‚Äôt it","unknown","positive"
"652","welcome to texas","unknown","positive"
"653","you didnt get fox where they are they got you where you are and they are starting to regret it","sadness","negative"
"654","welcome to texas","unknown","positive"
"655","they are not supposed to be a propaganda machine made for your liking maybe at last they‚Ä","joy","negative"
"656","youre snorting your adderall again arent you fool let me give you some advice‚Ä","unknown","negative"
"657","maybe they are preparing to be a real news organization after you are tossed","unknown","positive"
"658","yeah they know who you really are now and that you lie about everythingjust wait cuz‚Ä","unknown","neutral"
"659","in other words even they are beginning to see the light","unknown","positive"
"660","republican tearsnot fit for consumption","anger","positive"
"661","no they havent donnie no they havent","unknown","positive"
"662","never forget obama gate","unknown","negative"
"663","this is pathetic this little pest has to be put out of his misery its painful to watch","sadness","negative"
"664","you mean texas soaked by the pandemic yup you got us here alright‚Ä","unknown","negative"
"665","so they are not agreeing with the day to day garbage that you throw out therewow that‚Ä","unknown","negative"
"666","idiot","unknown","negative"
"667","they are hooked up with leftistsbut mostly rinos","unknown","positive"
"668","personwomanmancameratv","unknown","positive"
"669","why do you even watch newsjust do your job instead of screaming on social media all th‚Ä","joy","negative"
"670","fox doesn‚Äôt want you to take them down woth you","unknown","positive"
"671","yes we know that sean will always forgive youre hissy fits","unknown","positive"
"672","we now watch one america news and newsmaxliberal fox news is now the new cnn we just don‚Äôt need it","unknown","negative"
"673","so they actually started doing their job no way","unknown","negative"
"674","and if you don‚Äôt test you don‚Äôt have covidhoaxes and counting","unknown","positive"
"675","get the fuck out we don‚Äôt want u here","sadness","neutral"
"676","the name trump","unknown","positive"
"677","because you are a liar hope you don‚Äôt get the rona shake as many hands as you can hell give a few hugs","sadness","negative"
"678","when you get inside tx take many deep breaths","sadness","negative"
"679","aw poor donny","sadness","negative"
"680","now","unknown","positive"
"681","you forgot who got you were you are today his name is putin and americans have stopped watching you","unknown","positive"
"682","you should have been honoring a great congressman like the rest of the nation was this mo‚Ä","joy","neutral"
"683","some people are easier to amaze than others","surprise","positive"
"684","left congress for just that reason nevertrumper all along","unknown","neutral"
"685","who exactly got them where they are","unknown","positive"
"686","as in viewership or sexual assault allegations","unknown","negative"
"687","pisses me off tookag","unknown","positive"
"688","trump you totally have forgotten how you got the position you hold now one thing you sh‚Ä","unknown","positive"
"689","mamaaaaaaa why they dont like me anymore","joy","positive"
"690","they closer we are to election daythe more paul ryan will exploit the socialist adgenda","unknown","negative"
"691","trump","unknown","positive"
"692","ratsshipetc","unknown","positive"
"693","psycho","unknown","positive"
"694","dictator wannabe","unknown","negative"
"695","yuplets send in more paid mercenaries meanwhile bounties are on our troops","unknown","positive"
"696","so you got kicked out of portland huh that dang pesky constitution thing again probably should h‚Ä","anger","positive"
"697","in other words sending in more of your gestapo troops to gas kill or maim more innocent american‚Ä","unknown","negative"
"698","you are so full of st","unknown","positive"
"699","your definition of agitators clearly ends when the purpose suits your politics and racial dog wh‚Ä","unknown","positive"
"700","ya vold","unknown","positive"
"701","lying sack of shit i am in portland and the only scary violence going on anywhere is from the ja‚Ä","fear","negative"
"702","trumpdictator","unknown","positive"
"703","alt right white supremacists causing violenceconmantrump lies","unknown","neutral"
"704","said the pathetic and sad little foot in us history election day is nov ‚Ä","sadness","negative"
"705","please a pole while you are there or a shopping cart or a classroom","joy","neutral"
"706","reading and understand that stop the harrassment now there never was a crime the numbers‚Ä","unknown","neutral"
"707","keep it up","unknown","positive"
"708","hard to believe a president who commits many crimes can pretend to be law abiding or a supporter of the law he is a fraud","unknown","negative"
"709","your doing a great job","joy","neutral"
"710","mr president please stop oozing all that testosterone","joy","positive"
"711","what‚Äôs your problem with honesthard working governmentsduh","unknown","negative"
"712","didnt you already do that and you were told to get the fuck out of portland right go sit down‚Ä","sadness","negative"
"713","its past time to do that the mayor and governor should be in jail along with the thugs for the‚Ä","unknown","positive"
"714","this is what you got for your law amp order moms who hate you just like the rest of us","anger","positive"
"715","learn from our mistakes dont make the same mistakes twice with protestors amp excessive force","unknown","negative"
"716","umbrella mantrumper gtwhite supremist check the arrestslots of far righters your ppl","unknown","positive"
"717","the city of portland and the state of oregon dont need you they have been dealing with it for ye‚Ä","unknown","neutral"
"718","you are a liar","unknown","negative"
"719","‚Ä","unknown","positive"
"720","false get your goons out of pdx","sadness","negative"
"721","you are failing in every single thing you are doing","unknown","negative"
"722","fascist","unknown","negative"
"723","would you please go in already and get this done enough is enough what does it take how many mo‚Ä","joy","neutral"
"724","you need a lot of help my friend maybe you should go somewhere","joy","neutral"
"725","facebook aquired instagram it seems ridiculous fb is questioned still for aquiering in‚Ä","unknown","negative"
"726","trump thinks agitators are crocodiles with an agenda","unknown","positive"
"727","not sothe federal agents caused more violence and disruption than there was before putting peopl‚Ä","unknown","negative"
"728","trumpstates should be free to decide things for themselvesalso trumpstates should do what‚Ä","unknown","positive"
"729","is this not the potus threatening to send in militaryfederal unmarked officers to attack unarmed‚Ä","unknown","negative"
"730","you mean the paid thugs that you hired from betsy‚Äôs brother president barack obama received the nobel peace prize","joy","positive"
"731","have you not heard of deescalation or are you just actually really interested in escalation","unknown","positive"
"732","fake news","unknown","negative"
"733","so where were your unidentifiable gestapo‚Äôs when radical right wing white supremacists stormed mic‚Ä","unknown","neutral"
"734","yap yap yap portland is s version of s mass invasion by immigrant caravans that similarly‚Ä","unknown","positive"
"735","the democrats could care less about the safety and wellbeing of innocent children they must be terrified","fear","positive"
"736","the feds are doing the exact same things the cops were doing they just added kidnapping portland‚Ä","unknown","neutral"
"737","interesting how you dont accuse the white supremacists who often times are the real instigators","unknown","neutral"
"738","donald we all know u fucked a bowl of spaghetti","unknown","positive"
"739","this is what trumpdoes best other than lying cheating committing fraud stealing from‚Ä","unknown","negative"
"740","youre smoking crack","unknown","negative"
"741","just because you tweet it doesn‚Äôt make it true","unknown","positive"
"742","you are full of crap","unknown","positive"
"743","complete and utter lies an excuse to test run your paramilitary force for when you illegally try‚Ä","unknown","negative"
"744","how much longer is this circus in town","unknown","positive"
"745","i live in portland and this statement is full of shit","joy","positive"
"746","what a complete and ridiculous load of crap","unknown","negative"
"747","you are a liar and not a good one","joy","negative"
"748","wrong spanky the crowds came after your gestapo goons showed up and started snatching innocent pe‚Ä","unknown","neutral"
"749","nostradamus","unknown","positive"
"750","law and order","unknown","positive"
"751","coward","unknown","negative"
"752","horse crap where‚Äôs your new leaf","unknown","positive"
"753","dead americans don‚Äôt care about your created ‚Äúcrisis‚Äù in portlandit was relatively nonv‚Ä","joy","neutral"
"754","gfy gestapotrump","unknown","positive"
"755","stop trying to create havoc","unknown","negative"
"756","america was great before donald trump and will be even better when he‚Äôs gone","joy","positive"
"757","liar i live in portland and this isn‚Äôt true you‚Äôre trying to literally create ‚Äúfootage‚Äù for your‚Ä","joy","negative"
"758","stfu they never wanted you there in the first place you guys cause more chaos being there than not","unknown","negative"
"759","you are delusional and not just about this do us all a favor and just shut up stop tweeting sto‚Ä","joy","neutral"
"760","what a bunch of crap coming from a dumbass president more lies and confusion from the chaos party‚Ä","unknown","negative"
"761","what dissident city are you sending your stormtroopers to next","unknown","negative"
"762","take a breath donnie nobody sane is buying the horsesht youre selling people put some graff‚Ä","unknown","positive"
"763","oh puhleezyou are such a drama queen donnyour protests were dwindling and then your nazi t‚Ä","unknown","negative"
"764","you know nothing about portland","unknown","positive"
"765","i‚Äôm more terrified by mythan i am by the domestic terrorists in portland‚Ä","fear","positive"
"766","why on earth did they make you president","unknown","positive"
"767","l o l o l o l o l o l o l o l o l o l o l o l o l o l o l o l o l o l o l o l o l o l o l o l o l‚Ä","unknown","positive"
"768","nobody likes you maybe its your tweets","unknown","positive"
"769","is your baffling habit of capitalizing nouns some kind of racist dogwhistle to your nazi supporter‚Ä","joy","negative"
"770","you need treatment out of control","unknown","negative"
"771","is that why there is no minneapolis mr president sir or did our city‚Äôs democrat mayor and gover‚Ä","unknown","positive"
"772","we dont want to live in trumps america anymore","joy","positive"
"773","easily aced a tough cognitive test while sleepywasnt even allowed to‚Ä","unknown","neutral"
"774","i knew i smelled something","unknown","positive"
"775","donald trump is destroying americainly the uneducated and thespprove of him‚Ä","unknown","positive"
"776","yea thats been the plan all along sad but true","sadness","negative"
"777","rightinsert fake claims here","unknown","negative"
"778","trump family endorses covid doctor who believes in alien dna demon sperm hydroxychloroquine","unknown","neutral"
"779","only rigged if you win asshole","unknown","positive"
"780","so you can see into the future your amazing wowfull of bs as usual if you can do you know w‚Ä","surprise","positive"
"781","these are the words of a loserbye bye donald","unknown","positive"
"782","someone is scared","fear","negative"
"783","trumps a dictator wannabe trying to set the stage for refusing to leave the wh in january after w‚Ä","fear","negative"
"784","you vote by mail so does your staff doh of course it works youre done in november loser like daddy said","joy","neutral"
"785","you voted by mail you voted by mail so it‚Äôs good enough for everyoneÄ","joy","positive"
"786","i think you know you‚Äôre going down in flames","unknown","positive"
"787","blah blah blah false narrative blah","unknown","negative"
"788","the us is so behind other countries","unknown","positive"
"789","since you cant stop states from doing this in their districts why not just ban federal votes from‚Ä","unknown","positive"
"790","i think your big problem with mailin voting is that there will be fewer machine votes for russia‚Ä","unknown","positive"
"791","do you know that obama has way more followers than youplus half your followers hate you ˇòÜ ˇ ˇòÇ","anger","negative"
"792","mr president your job as public official is to assist the restoration of that elections sanctity‚Ä","unknown","neutral"
"793","mail goes missing all the time i‚Äôm so happy this is being pointing out i‚Äôm still missing a package wheremymail","joy","positive"
"794","satan spawn has taken over the presidency","unknown","positive"
"795","likewhen russia helped you win cheater","unknown","negative"
"796","pa illinois and many other states will offer early voting plan ahead to be counted","unknown","positive"
"797","i bet if you would win with mail in voting you would not question the results","unknown","negative"
"798","already setting up a case for then you lose you know youre gone and youre scared ˇòÇ","fear","negative"
"799","you voted by mail in ny","unknown","positive"
"800","exactly if you ‚Äòlose‚Äô in november hole up in the white house so the army has to bomb you out it will make great tv","joy","neutral"
"801","could you devote a wee bit more time to the trumpvirus","unknown","neutral"
"802","i voting by mail","unknown","positive"
"803","you have no chance in hell that you‚Äôre going to win ny you are already crying cheaterstop you‚Äô‚Ä","unknown","negative"
"804","a suggestion in california people live in the country side with no vehicle or work no‚Ä","joy","positive"
"805","then invest amp help the post office amp invest more generally in the mail ballot systems so they are‚Ä","unknown","positive"
"806","then its wonderful that you tell us the ‚Äòtruth‚Äôagain you are a liar and a cheat trying to uncer‚Ä","surprise","negative"
"807","youre so transparent donnie","unknown","positive"
"808","trump family endorses covid doctor who believes in alien dna demon sperm andhydroxychloroquine d‚Ä","unknown","neutral"
"809","dont worry you will still lose the election then you can throw a tantrum until the marines come a‚Ä","anger","negative"
"810","whats the matter cry baby your possy cant screw with the mail","unknown","negative"
"811","nobodylikestrump","unknown","positive"
"812","stop trying to rig the election with lies your own enquiry shows that postal voting is secure","unknown","negative"
"813","dinkey duckin donald kool aid from dinkey himself","unknown","positive"
"814","voter suppression is fraud thats what you are a fraud votebluetosaveamerica votebymail‚Ä","unknown","negative"
"815","well for one thing youve basically defunded the post office","unknown","positive"
"816","mailin voting is a sensible thing to do mr president peoples lives are more important than your votes","unknown","positive"
"817","trumpfailsamerica","unknown","positive"
"818","prove it you big orange bitch","unknown","negative"
"819","didn‚Äôt you always use mail in voting in new york but only now you complain about as it looks like‚Ä","unknown","negative"
"820","god","sadness","positive"
"821","fake news","unknown","negative"
"822","‚Äúi told you so‚Äù really i just heard those words from myyear old grandson","unknown","positive"
"823","what the heck is a state of conditiontake a class","unknown","neutral"
"824","preparing for a loss you already know is coming ehalready planning a ‚Äúrigged election‚Äù as a wa‚Ä","unknown","neutral"
"825","good morning president trumpthanks for going to see ofessa texas and the pipeliners sir myself‚Ä","joy","positive"
"826","hey donny call cambridge analytica they can help","unknown","negative"
"827","lies no one believes youthe biggest murderer ever","unknown","neutral"
"828","even russia mail in votes ask putin on your next mission call","unknown","negative"
"829","youre a disastrous state rigged election resign now preserve what little dignity you have left herr fuhrer","unknown","negative"
"830","how exactly would one rig the mail in ballots i‚Äôd presume by taking out republican voter ballots‚Ä","unknown","negative"
"831","report this tweet for voter suppression he encourages his own racist base to mail in their votes","unknown","negative"
"832","funny how that only started happening after you appointed a new postmaster general","unknown","positive"
"833","trump‚Äôs must have become a farmer due to all the muckspreading he‚Äôs doing ˇòÇˇòÇˇòÇ","unknown","positive"
"834","cry little rocket mancrymy little girlies y are tougher than you","unknown","negative"
"835","its pretty sad that you know your going to lose so have decided to pretend there is voter fraud‚Ä","sadness","negative"
"836","please stop bitching amp complaining just because youre loosinglook you mailed in your vote for‚Ä","joy","neutral"
"837","oh one more thing you are lying","unknown","negative"
"838","ur profile pic is supes cute gurl","joy","positive"
"839","that‚Äôs because the fake news doesn‚Äôt care","joy","negative"
"840","global news uniformly reportsis an inept corrupt unfit individual‚Ä","unknown","negative"
"841","how disappointed and disgusted with our us postal service ˇòˇòˇëçˇè","disgust","negative"
"842","ive actually heard quite the opposite so please provide documentation of your claim frumpy trum‚Ä","joy","positive"
"843","todayjuly th donald trumpthe most corruptlying and racist fake president","unknown","negative"
"844","you are making this up you know nothing about new york they hate your ass you can never go home","anger","neutral"
"845","so are you saying you plan to vote in person legally in the next election or by mail like you usually do","joy","neutral"
"846","lets just hope donny dumbo gets a dose of the virus then he can try all those quack cures that he espouses on himself","unknown","negative"
"847","oh come on you‚Äôre just crying because you can‚Äôt hack paperwe see you and we exposed you for the‚Ä","unknown","neutral"
"848","idiot ˇòû","unknown","negative"
"849","leave the keys when you go out the door th of november ˇëçˇëç","unknown","positive"
"850","the fear of you losing a second term has you spreading false information like thisim truly dis‚Ä","fear","negative"
"851","tax returns passports social securityall mail inare they all fraudulent as well we know‚Ä","unknown","negative"
"852","everytime a republican wins its fraud everytime a democrat wins we deal with it then new york ha‚Ä","unknown","neutral"
"853","you are a joke","unknown","positive"
"854","liar","unknown","negative"
"855","i guess the us is not the best at everything eh cant even figure out how to not get mail in voting to work lol","sadness","neutral"
"856","the angry trolls are out in force the algorithms know just where to put them nasty creatures","anger","negative"
"857","you are the biggest source of fake news in the world today","unknown","neutral"
"858","u vote by mail ur such a pussy biggest coward ever born bad winner and even a worse loser say‚Ä","sadness","negative"
"859","we know your just building in excuses you voted mail ballot to you ˇ stop trying to use that as‚Ä","unknown","neutral"
"860","the president of the united states is also a reporter inchiefˇòÑ","unknown","positive"
"861","i will be in line at the polls come election day trump ˇáˇá","unknown","neutral"
"862","i bet your afraid you know you‚Äôre going to lose already","fear","negative"
"863","voting trump will increase the disastrous state of condition within usa failed economics increas‚Ä","unknown","positive"
"864","just stop seriously","unknown","neutral"
"865","you are going down the pipe in just a few weeks orange boy","unknown","neutral"
"866","we‚Äôre voting your ass out you‚Äôre teeing you an excuse for losing a term you‚Äôll understand","unknown","negative"
"867","biben","unknown","positive"
"868","the people aren‚Äôt voting for the tard they care about this country","joy","neutral"
"869","this is why democrats want us scared to leave our homes with covid fears and riots they want to c‚Ä","fear","negative"
"870","somuchwhining","unknown","positive"
"871","itsnew york it‚Äôs barely a part of america","unknown","negative"
"872","learn english or leave","unknown","positive"
"873","please report this tweet","joy","positive"
"874","liar liar shitty pants on fireand the world is laughing at youˇˇˇˇˇˇˇˇˇ","unknown","negative"
"875","this is voter suppressionnobodylikesyou","unknown","positive"
"876","so is your response to the black community in america","unknown","negative"
"877","campaign rhetoricyour koolaid drinkers may buy it but the average intelligent individual kno‚Ä","unknown","positive"
"878","rig it devilthe people will string you up to a telephone polebe quicker ending than priso‚Ä","unknown","positive"
"879","this is hurting you","unknown","positive"
"880","the fake news isn‚Äôt refusing to report you‚Äôre the fake news and you‚Äôre reporting the fake news right now","unknown","negative"
"881","you‚Äôve no evidence of your spurious claims you lying piece of shite","unknown","negative"
"882","nobodylikestrump","unknown","positive"
"883","if russians capable of having proved obama amp biden unable to secureelectronic votes of el‚Ä","unknown","neutral"
"884","liar karmaand hopefully the law will catch up with youwe were a lot better without you","joy","positive"
"885","wake up everyone the donald has made his intentions clear he won‚Äôt accept defeat at any cost","unknown","neutral"
"886","write an executive order for voter id amp not mail in ballots absentee only or in person","unknown","neutral"
"887","ive voted mail in ballots for at least a decade in co never a problem i can track my ballot to‚Ä","unknown","negative"
"888","liar","unknown","negative"
"889","you vote by mail","unknown","positive"
"890","stop your gd lying for once and accept the fact that america wants you out you‚Äôre destroying ever‚Ä","unknown","negative"
"891","this is a trump tweet all over the place rage may have confused his hemorrhoid cream withe st‚Ä","anger","negative"
"892","trump your criticism of mail in voting is a ploy to excuses your expected election loss in novemb‚Ä","unknown","negative"
"893","lies in this tweet alone no wonder your campaign is in the toilet","surprise","neutral"
"894","reported misleading intimidating and voter supression","unknown","negative"
"895","exactly how a loser trying to dou such a clown ˇ","unknown","negative"
"896","as for the new fbi building it‚Äôs because you narcissist wants a federal building with your name o‚Ä","unknown","positive"
"897","nope","unknown","positive"
"898","the media deceives ignorant and uninformed people into thinking registered absentee ballots are th‚Ä","unknown","negative"
"899","assuming there are missing votes from ny it‚Äôs safe to assume none of them were favouring you","unknown","neutral"
"900","ask the others in your head where did we put them remind yourselves you cant do mail in votes‚Ä","unknown","negative"
"901","no news to report on the voting ballots because nothing going on it‚Äôs all in your head the critt‚Ä","unknown","positive"
"902","liar","unknown","negative"
"903","you stole your election","unknown","negative"
"904","you‚Äôre going to lose any way you slice it disaster don","unknown","negative"
"905","liar","unknown","negative"
"906","you‚Äôre a fool","unknown","negative"
"907","our country is in a disastrous condition because of you bidenyour racist regime is over","unknown","negative"
"908","bs","unknown","positive"
"909","says the man who voted by mail","unknown","positive"
"910","ur lying where r the twitter watchers so they can delete this tweet","unknown","negative"
"911","rigged ejection like infirst ‚Äúpresident‚Äù to lose popular vote and still win","joy","neutral"
"912","evidence show us the evidence that you have con man der in chiefmy cat haslegs ask me to p‚Ä","anger","negative"
"913","stop the bullshit everyone knows you vote by mail","unknown","positive"
"914","what did your people do with them soyour family isn‚Äôt allowed to run a charity in nyc","unknown","positive"
"915","guess what putin and benedict donny have in commonthey both hate america","anger","negative"
"916","hey man if youre suggesting that you wont accept your defeat inthen we are going to have‚Ä","unknown","neutral"
"917","are you going to keep crying little donnie wah wah","unknown","negative"
"918","source","unknown","positive"
"919","yet you continue to vote by mail i hope that sinks in with your followers","unknown","positive"
"920","trumplieseverytimeheopenshismouth","unknown","positive"
"921","fake news you lie about everything you are untrustworthy","unknown","negative"
"922","why do you vote by mail","unknown","positive"
"923","nobodylikestrumpnobodylikestrump nobodylikestrump nobodylikestrump nobodylikestrump","unknown","positive"
"924","make america great againby leaving it","joy","positive"
"925","crybabytrump","unknown","positive"
"926","we got a coward who cant man up in being a loser","unknown","negative"
"927","huge difference between votes getting lost and voter frauddo only republican votes get lost or delayed","sadness","negative"
"928","after seeing the final election results trump will surely say that the vote is false he will thi‚Ä","unknown","positive"
"929","you are destroying online business by destroying the usps uspssabotage","unknown","positive"
"930","ny had so many people vote that they underestimated the number of resources needed to process not‚Ä","unknown","positive"
"931","if the votes are missing then it is the fault of the postal service run by the us government that‚Ä","unknown","negative"
"932","then fund election needs","unknown","negative"
"933","thank god for the press secretary she will let everyone know","sadness","positive"
"934","you know nothing about the subject other than your party may lose the electionˇíîˇáˇáˇíî","unknown","neutral"
"935","nomailinvoting","unknown","positive"
"936","stop being a baby‚Äú i told you so‚Äù dear god you‚Äôre the president of the united statesact like it","joy","positive"
"937","oh im sure ny shit show","unknown","neutral"
"938","how strange it is for new york state to insist on a mailin vote people wear masks and therere m‚Ä","unknown","neutral"
"939","what‚Äôs wrong can‚Äôt cheat with mail in ballots","unknown","negative"
"940","if mail in voting sucks why did youmail in your vote","unknown","positive"
"941","we will overcome it","unknown","neutral"
"942","im gonna throw a bigass party on the day you go to prison","unknown","negative"
"943","ky just conducted a very successful primary using mail in votingsafe and easywe will all‚Ä","unknown","positive"
"944","check this out america an escort and a con man running the country no wonder keep that in min‚Ä","anger","positive"
"945","check out oregon and other states that have used absenteemail in ballots for years be aware that‚Ä","unknown","positive"
"946","don your racist lowincome housing suburban scare tactic isnt working and no one except the ‚Ä","fear","negative"
"947","and you plan on making it worse closing post offices amp cutting postal workers overtime to delay t‚Ä","unknown","negative"
"948","this would be believe to an ignorant naive idiot but thank god not everyone has the trump name i‚Ä","sadness","negative"
"949","looks like your unethical attempts at voter suppression via cutbacks in post office service and fu‚Ä","joy","negative"
"950","mail in voting has been happening since the civil war it was safe then it is safe nowbut‚Ä","anger","neutral"
"951","you vote by mailif it‚Äôs good enough for youit should be good enough for everyone else","joy","positive"
"952","what isbillion for lockheed skunkworks and boeing doing in a corona virus dealtheir snea‚Ä","unknown","negative"
"953","this may backfire on both parties","unknown","positive"
"954","the guy wore the same tshirt forweeks","unknown","positive"
"955","laji","unknown","positive"
"956","mr president i am a very strong supporter of yours today rob had surgery to his back earlier to‚Ä","unknown","positive"
"957","any business owner will agree that usps is never a sure delivery method risky every time","unknown","positive"
"958","nice‚ôÔè","unknown","positive"
"959","pityful","unknown","positive"
"960","so your aiding and abetting mail in fraud and filming itthats tacky even for you","unknown","neutral"
"961","bet this gets taken down","unknown","positive"
"962","did you post this thinking it will help your case it doesn‚Äôt and hey by the way florida democr‚Ä","unknown","neutral"
"963","check our this hypocrite akadicktatortrump lyingtrump trumpisaracist‚Ä","unknown","negative"
"964","sohe committed voter fraud","unknown","negative"
"965","today iran has the best missile power in the worldi was in your place i was hiding only in th‚Ä","unknown","positive"
"966","we all know youve voted many times by mailyou two faced","unknown","positive"
"967","mailin ballots are not that small they are the size of a legal envelope and the ballots are n‚Ä","unknown","positive"
"968","blockdollaruseincuba","unknown","positive"
"969","there is nothing wrong with mail in voting you are so afraid that if everyone gets the opportunity to voteyou will lose","fear","negative"
"970","suburbsforbiden suburbsforbiden suburbsforbiden and all your tweets are lies so we will‚Ä","unknown","negative"
"971","since you appointed your minion as postmaster general the post office is beginning to resemble ita‚Ä","unknown","positive"
"972","statisticallyyou are lying againyou are afraid mailin voting is secure the republican pa‚Ä","fear","negative"
"973","attention if you receive this its a dem hoax","unknown","negative"
"974","dollar tree still giving out ˇí to the firstpeople to comment cashjust like they did last week it starts now","joy","neutral"
"975","i guess no republican would ever use this to cheat just democrats","unknown","neutral"
"976","so over to vote for biden more than oncelandslide for the blue","sadness","positive"
"977","let‚Äôs talk about this article about laura amp don jr promoting mail in voting","unknown","positive"
"978","little donnie is already campaigning to claim a ‚Äúrigged‚Äù november election because he knows he‚Äôs screwed","unknown","negative"
"979","the brutal attack of russian jets on syria and the killing of women and children¯ú more than ‚Ä","unknown","negative"
"980","maybe because you sent them to a po box you big dummy stop the fear mongering smart americans ca‚Ä","fear","negative"
"981","the president amp the first lady do mail in votingour military members do mail in voting","unknown","positive"
"982","this actually concludes that mail works go figure","unknown","negative"
"983","you vote by mail clearly you trust that it‚Äôs safe","unknown","positive"
"984","trumpfictionˇêÇˇíˇí","unknown","positive"
"985","pleaseeeeeee","unknown","positive"
"986","mr president how did you vote the last few elections","unknown","negative"
"987","trumpgopfascism‚ñÔèamericaundersiegetheenemywithin","unknown","positive"
"988","check out how its all just a distraction from this","unknown","neutral"
"989","don‚Äôt worry you are going to jail or iran iraq will come to get you all even melania will turn her back on you","disgust","neutral"
"990","this is the liberal way and marxists way of controlling this country we need to fight back all‚Ä","unknown","negative"
"991","why are there important elections on a working day in the uswho makes the decision about that‚Ä","unknown","positive"
"992","now do the new jobs you added to the economybody bag manufacturing and social media censors","unknown","positive"
"993","fake news by trump to suppress voting by mail forelection november rd","unknown","negative"
"994","this should be the last time your fighter jet appears around our passenger plane missilefarm","unknown","negative"
"995","congrats today you learned nothing in life isaccurate but your bs but thats still not cause‚Ä","unknown","positive"
"996","what about when a voting machine goes down for hoursnot everyone stays to voteeven if an ext‚Ä","unknown","positive"
"997","so you‚Äôre going off of something out of philadelphia i thought you hated philadelphia","unknown","positive"
"998","you sit and complain about mail voting but hold no one accountable you will lose the electiom are too soft","unknown","negative"
"999","perhaps you should tell your new head of the post office to hire more people and not hold over ma‚Ä","unknown","positive"
"1000","do not be like these people keep your mask on at all times even when you‚Äôre talking to another person","joy","positive"
"1001","you know you‚Äôll lose unless you suppress the voters it‚Äôs pretty safe they verify signatures you‚Ä","unknown","neutral"
"1002","you come across as a weak little man your health is a mess","joy","negative"
"1003","you are the greatest president in american history","unknown","positive"
"1004","mr president you are doing an excellent job there are people who see amp appreciate all the work‚Ä","joy","positive"
"1005","trump doesnt want to help americans he doesnt want to save american lives posting videos by a‚Ä","unknown","positive"
"1006","you have no idea how this actually works","unknown","positive"
"1007","god bless the people who really care about america","joy","positive"
"1008","america are we great yet nazi‚Äôs dragging people off the streets the so called militias do nothi‚Ä","joy","positive"
"1009","genocide law and order trumpsplague","unknown","negative"
"1010","nice try pack your shit","unknown","neutral"
"1011","you are so afraid that you and putin‚Äôs efforts to rig election isn‚Äôt going to work you are slowi‚Ä","fear","negative"
"1012","donald as a republican i find you pathetic and weakhanding a paper to a mailman doesn‚Äôt mean it counted","sadness","negative"
"1013","voter id","unknown","positive"
"1014","the only election fraud thats been discovered was committed by local republicans in ohio north c‚Ä","unknown","negative"
"1015","there is more voter suppression than voter fraud","unknown","negative"
"1016","do use your absentee ballot in november don go home to fl when you lose just stay there","unknown","negative"
"1017","why don‚Äôt you add funding to it to decrease the chance of it getting lost ˇîit‚Äôs mind boggling t‚Ä","unknown","negative"
"1018","you are really afraid of mail in voting but not electronic voting machines obvi‚Ä","fear","negative"
"1019","staged reality tv bullsht","unknown","positive"
"1020","if we can wait in line at the grocery we can wait in line at the ballot box","unknown","positive"
"1021","thief i hope u lose u cant do anything without stealing","unknown","negative"
"1022","putins ignorant puppet","unknown","negative"
"1023","waaaaa i betthat you are so naive you wonder why lol","surprise","neutral"
"1024","you‚Äôll tryanything won‚Äôt youfake news","unknown","positive"
